NA1_5271390398 , 1745195683346 , FluffyWhale , TOP , Quinn , 1442 , 200 , False , False , False , False , 1 , 12 , 0 , 624 , 350 , 12410 , 4635 , 1175 , 6159 , 64515 , 11801 , 0 , 22042 , 1 , 2075 , 655 , 890 , 1147 , 0 , 57804 , 9970 , 14991 , 0 , 0 , 0 , 0 , 0 , 737 , 0 , 1 , 0 , 680 , 0 , 0 , 2 , 0 , 0 , 11 , 680 , 9 , 0 , 1 , 4 , False , 0 , 0 , 6793 , 6025 , 120 , 0 , 0 , 1 , 9099 , 12 , 0 , False , False , False , False , 15 , 89 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 38 , 13 , 27 , 11
NA1_5271390398 , 1745195683346 , ObKnoxious , JUNGLE , Sejuani , 1442 , 200 , False , False , False , False , 1 , 6 , 2 , 692 , 158 , 32146 , 37361 , 2712 , 9041 , 147153 , 5852 , 0 , 25308 , 3 , 55215 , 224 , 394 , 8592 , 64 , 54576 , 2915 , 15872 , 0 , 0 , 0 , 0 , 112 , 1828 , 0 , 1 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 11 , 0 , 22 , 3 , 2 , 7 , False , 1 , 0 , 6908 , 5725 , 13 , 92 , 0 , 1 , 8944 , 12 , 0 , False , False , False , False , 12 , 234 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 6 , 0 , 28 , 54 , 61 , 4
NA1_5271390398 , 1745195683346 , pyro , MIDDLE , Ahri , 1442 , 200 , False , False , False , False , 4 , 3 , 0 , 589 , 63 , 8887 , 56031 , 7925 , 5244 , 100952 , 12465 , 0 , 13766 , 1 , 31015 , 3568 , 156 , 3019 , 0 , 13904 , 971 , 8365 , 0 , 0 , 0 , 0 , 0 , 1158 , 0 , 1 , 0 , 355 , 0 , 0 , 2 , 0 , 0 , 11 , 355 , 12 , 0 , 2 , 6 , False , 0 , 0 , 9168 , 8250 , 186 , 0 , 0 , 4 , 14043 , 15 , 0 , False , False , False , False , 11 , 38 , 0 , 0 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 57 , 47 , 17 , 13
NA1_5271390398 , 1745195683346 , D1stract1n , BOTTOM , Kaisa , 1442 , 200 , False , False , False , False , 5 , 4 , 2 , 831 , 143 , 11658 , 38141 , 7939 , 5137 , 121289 , 17832 , 0 , 14787 , 1 , 4225 , 0 , 211 , 2069 , 0 , 78923 , 9892 , 9438 , 0 , 0 , 0 , 0 , 0 , 2437 , 0 , 1 , 0 , 2437 , 0 , 0 , 2 , 1 , 1 , 11 , 2437 , 15 , 0 , 3 , 7 , False , 0 , 0 , 9857 , 9400 , 177 , 0 , 0 , 5 , 10596 , 13 , 0 , False , False , False , False , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 52 , 31 , 29 , 5
NA1_5271390398 , 1745195683346 , Star Grompian , UTILITY , Karma , 1442 , 200 , False , False , False , False , 0 , 5 , 6 , 604 , 93 , 11898 , 7648 , 3407 , 6606 , 26791 , 3843 , 6546 , 15026 , 2 , 16847 , 0 , 220 , 2718 , 314 , 2295 , 435 , 8199 , 0 , 0 , 0 , 0 , 0 , 45 , 0 , 1 , 0 , 0 , 0 , 0 , 2 , 0 , 1 , 11 , 0 , 31 , 5 , 3 , 14 , False , 3 , 0 , 5794 , 4975 , 24 , 0 , 0 , 0 , 9408 , 12 , 0 , False , False , False , False , 18 , 77 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 28 , 16 , 57 , 23
NA1_5271351078 , 1745192439224 , FluffyWhale , TOP , Varus , 958 , 100 , False , True , False , True , 5 , 4 , 0 , 282 , 80 , 3349 , 28463 , 6405 , 3045 , 63402 , 9887 , 0 , 8005 , 1 , 3577 , 0 , 0 , 661 , 0 , 31361 , 3482 , 4960 , 0 , 0 , 0 , 0 , 0 , 4694 , 0 , 0 , 0 , 4694 , 0 , 0 , 0 , 0 , 0 , 3 , 4694 , 12 , 1 , 1 , 5 , True , 1 , 0 , 6369 , 5425 , 116 , 0 , 0 , 5 , 8589 , 12 , 0 , False , True , False , False , 8 , 77 , 0 , 0 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 24 , 12 , 13 , 4
NA1_5271351078 , 1745192439224 , ObKnoxious , JUNGLE , Sejuani , 958 , 100 , False , True , False , True , 0 , 1 , 4 , 729 , 25 , 13097 , 19393 , 895 , 2961 , 110427 , 2820 , 0 , 15809 , 3 , 44397 , 172 , 72 , 10117 , 61 , 46636 , 1753 , 12775 , 0 , 1 , 0 , 0 , 108 , 17479 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 0 , 13 , 2 , 1 , 6 , True , 2 , 0 , 5144 , 5050 , 2 , 51 , 32 , 0 , 6699 , 10 , 0 , False , False , False , False , 9 , 294 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 14 , 55 , 72 , 2
NA1_5271351078 , 1745192439224 , pyro , MIDDLE , Yone , 958 , 100 , False , True , False , True , 4 , 2 , 3 , 439 , 41 , 7833 , 5761 , 1620 , 5065 , 46696 , 7514 , 0 , 10662 , 1 , 1250 , 920 , 495 , 2227 , 0 , 39683 , 4973 , 5101 , 0 , 1 , 0 , 0 , 4 , 1954 , 0 , 0 , 0 , 849 , 0 , 0 , 0 , 0 , 0 , 3 , 849 , 6 , 0 , 0 , 5 , True , 0 , 0 , 5490 , 4800 , 93 , 0 , 0 , 4 , 7298 , 10 , 0 , False , False , False , False , 16 , 70 , 0 , 0 , 0 , 2 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 116 , 38 , 24 , 4
NA1_5271351078 , 1745192439224 , D1stract1n , BOTTOM , Twitch , 958 , 100 , False , True , False , True , 12 , 3 , 1 , 380 , 65 , 5233 , 60 , 60 , 4555 , 44680 , 16145 , 0 , 10035 , 1 , 3258 , 1484 , 381 , 2387 , 0 , 41361 , 14600 , 5098 , 0 , 0 , 0 , 0 , 0 , 1219 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 0 , 6 , 0 , 0 , 4 , True , 0 , 0 , 7412 , 6400 , 78 , 0 , 0 , 12 , 7267 , 10 , 0 , False , False , False , False , 5 , 143 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 356 , 0 , 26 , 22 , 20 , 4
NA1_5271351078 , 1745192439224 , Star Grompian , UTILITY , Karma , 958 , 100 , False , True , False , True , 1 , 1 , 6 , 741 , 25 , 3962 , 5261 , 1796 , 2570 , 7439 , 2454 , 2943 , 5870 , 3 , 394 , 0 , 0 , 1962 , 734 , 1784 , 658 , 3299 , 0 , 0 , 1 , 0 , 2 , 510 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 0 , 14 , 1 , 0 , 11 , True , 0 , 0 , 4050 , 3675 , 10 , 0 , 0 , 1 , 5235 , 9 , 0 , False , False , False , False , 12 , 57 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 25 , 9 , 32 , 14
